Date,COUNTRY_CODE,panic_index,media_hype_index,fake_news_index,sentiment_index,infodemic_index,media_coverage_index,Retornos_BTC,volatilidad,gfi,deaths_per_day,cases_per_day,musk_tweet
2020-07-02,XX,2.51,38.61,0.56,8.75,56.94,72.9,-1.143392491801127,-104.9150390625,0.5166084505975973,10954.0,409166.0,0
2020-07-03,XX,2.86,38.44,0.37,11.68,56.29,72.67,-0.3965412107265914,-36.1064453125,0.5171554735131183,10468.0,404928.0,0
2020-07-04,XX,3.28,38.9,0.43,11.97,55.44,73.17,0.4959953765059784,45.1845703125,0.517530019329083,9530.0,379360.0,0
2020-07-05,XX,3.03,40.89,0.38,9.03,52.43,70.51,-0.6431364974036432,-58.5458984375,0.5169852700206727,7600.0,372130.0,0
2020-07-06,XX,4.58,41.99,0.75,9.35,53.94,72.42,3.2690364054528693,301.5322265625,0.5159552061460007,8428.0,336162.0,0
2020-07-07,XX,2.92,39.19,0.51,9.9,57.21,72.98,-1.3227475028494522,-123.197265625,0.5159619725277592,12766.0,419088.0,0
2020-07-08,XX,2.56,39.28,0.5,10.47,55.54,73.08,1.884958505462196,176.0556640625,0.5159438958403727,11264.0,430084.0,0
2020-07-09,XX,3.0,38.5,0.6,11.98,57.91,72.34,-1.6076772716190906,-150.365234375,0.5163018870982641,11606.0,448146.0,0
2020-07-10,XX,2.67,37.56,0.64,9.38,56.32,74.03,0.0090516130404552,0.83984375,0.5169816620885198,11484.0,466238.0,0
2020-07-11,XX,2.75,37.83,0.67,9.0,55.72,72.26,-0.4153644618958577,-38.4609375,0.5174129715549196,10208.0,425626.0,0
2020-07-12,XX,3.95,40.6,1.09,4.96,53.4,70.42,0.3904916088340389,36.1533203125,0.5165567859487737,8570.0,385602.0,0
2020-07-13,XX,3.84,41.92,0.72,-2.99,51.3,72.09,-0.3551357868856212,-32.8857421875,0.5158607685584424,8760.0,388662.0,0
2020-07-14,XX,2.52,38.07,0.62,-6.9,56.85,71.74,-0.0043316313902609,-0.400390625,0.5156348298165158,11974.0,442180.0,0
2020-07-15,XX,2.68,38.75,0.53,-9.14,57.04,73.55,-0.5465061808117077,-50.376953125,0.5153961201368822,11792.0,458592.0,0
2020-07-16,XX,3.18,38.68,0.45,-11.25,58.31,73.4,-0.6614939463274875,-60.609375,0.5156941725413655,12330.0,489904.0,0
2020-07-17,XX,3.07,37.78,0.45,-9.28,56.99,73.69,0.2096417007004294,19.1650390625,0.5164473464834097,13982.0,475048.0,0
2020-07-18,XX,2.76,38.55,0.56,-9.38,56.03,73.66,0.0835311927582492,7.6474609375,0.5170319276898114,13000.0,470330.0,0
2020-07-19,XX,2.95,38.51,0.52,-9.39,52.1,71.25,0.2919331794375805,26.77734375,0.5165080687369361,9782.0,423722.0,0
2020-07-20,XX,3.15,40.21,0.56,-8.3,48.05,72.71,-0.2352685560559483,-21.5859375,0.5157213856106766,7844.0,416642.0,0
2020-07-21,XX,2.7,37.49,0.41,-7.01,57.26,72.18,2.2726572419009328,210.65625,0.5155156640375047,12714.0,485988.0,0
2020-07-22,XX,2.64,38.28,0.58,-7.45,55.76,73.86,1.5923467431184803,150.4755859375,0.5156759696346277,14742.0,550548.0,0
2020-07-23,XX,3.1,37.3,0.38,-6.86,56.11,73.87,0.5831453188377249,55.708984375,0.5158476682831721,13284.0,559668.0,0
2020-07-24,XX,2.6,39.49,0.47,-9.38,57.95,74.39,-0.4621806400934839,-44.1796875,0.5165224117466917,12910.0,567148.0,0
2020-07-25,XX,2.67,37.45,0.49,-16.34,58.53,74.39,1.4595935230040646,140.220703125,0.5170642713310596,12144.0,499640.0,0
2020-07-26,XX,3.49,39.59,0.52,-19.33,53.66,71.83,2.329289732455888,228.0537109375,0.5162313913732521,8706.0,424130.0,0
2020-07-27,XX,3.24,39.05,0.54,-12.41,51.7,72.92,10.400866598506177,1085.7060546875,0.515295033081925,10556.0,468292.0,0
2020-07-28,XX,2.81,40.12,0.36,-11.78,57.8,73.52,-0.7126663372121388,-78.0498046875,0.5150103110694064,13892.0,528852.0,0
2020-07-29,XX,2.99,39.02,1.01,-12.45,56.94,75.09,1.704870717725163,187.64453125,0.5147322045442307,13302.0,540996.0,0
2020-07-30,XX,2.8,38.67,1.23,-14.88,57.09,74.8,0.0967607474508187,10.74609375,0.514894571211761,13498.0,563404.0,0
2020-07-31,XX,2.47,38.55,1.08,-15.92,59.7,74.7,1.892242337372686,212.2529296875,0.5156723047229477,13170.0,575592.0,0
2020-08-01,XX,2.61,37.84,0.49,-11.39,58.0,75.81,3.779203373214687,436.1259765625,0.5157029779005733,12004.0,492062.0,0
2020-08-02,XX,3.94,35.98,0.46,-8.54,54.63,73.24,-6.191185712282564,-705.978515625,0.5148687440491856,9318.0,461378.0,0
2020-08-03,XX,3.78,40.42,1.11,-16.58,53.35,72.0,1.7286053356239672,192.734375,0.5139165239048986,9584.0,412444.0,0
2020-08-04,XX,2.23,36.15,0.88,-16.85,55.74,73.06,-0.360374700155298,-40.4560546875,0.5136923089365679,14344.0,530890.0,0
2020-08-05,XX,2.36,35.49,0.59,-14.99,55.97,74.59,4.716003790353572,541.1298828125,0.5135646265778135,14772.0,551376.0,0
2020-08-06,XX,2.41,36.69,0.41,-12.5,57.23,74.5,0.2784144331385825,32.7509765625,0.5138127410449994,13636.0,573442.0,0
2020-08-07,XX,3.05,36.78,0.97,-11.64,60.39,75.02,-1.525190204918765,-178.30078125,0.5143533256140504,13486.0,565068.0,0
2020-08-08,XX,2.44,36.32,0.83,-8.6,57.86,74.19,1.3065469924046942,152.5732421875,0.5147959707762115,12022.0,530038.0,0
2020-08-09,XX,2.99,36.24,0.63,-3.57,56.58,72.45,-0.6684391826167339,-78.306640625,0.5140862036520977,10338.0,465830.0,0
2020-08-10,XX,3.69,37.05,0.8,-4.6,52.42,75.1,1.718420090459035,202.3720703125,0.5133243075891571,10726.0,467724.0,0
2020-08-11,XX,2.28,34.98,0.41,-4.03,55.76,73.07,-4.016111286278769,-467.5859375,0.5130024247283909,13266.0,532104.0,0
2020-08-12,XX,2.55,35.3,0.49,-4.62,54.7,73.99,1.5169300755772668,174.4091796875,0.5128315276503557,13892.0,549868.0,0
2020-08-13,XX,2.4,35.41,0.45,-10.69,54.08,73.87,1.7048853955416796,199.203125,0.5129637638582203,13584.0,580566.0,0
2020-08-14,XX,2.37,35.98,0.77,-9.28,55.87,73.82,-0.1296361228177031,-15.2666015625,0.5134986021040271,13160.0,614534.0,0
2020-08-15,XX,2.12,34.96,0.56,-12.28,55.03,74.13,0.8193734253123777,96.8271484375,0.513555630792947,12034.0,496778.0,0
2020-08-16,XX,2.72,35.55,0.45,-17.17,52.4,72.82,0.2281749965852037,27.10546875,0.5127999834413874,9572.0,419858.0,0
2020-08-17,XX,3.04,35.5,0.56,-12.7,50.45,73.69,2.995176040988424,361.5986328125,0.5119509937139399,9234.0,427516.0,0
2020-08-18,XX,3.01,34.49,0.39,-12.14,53.29,72.65,-2.170941475499902,-263.1689453125,0.5116800016436138,14104.0,519276.0,0
2020-08-19,XX,2.95,34.74,0.55,-11.05,53.16,74.0,-1.961788699136637,-232.9501953125,0.5114402867015846,14012.0,554544.0,0
2020-08-20,XX,2.7,33.6,0.86,-5.33,53.53,73.65,1.016132774175868,120.0888671875,0.5115207347042193,12896.0,542930.0,0
2020-08-21,XX,2.11,33.33,0.58,-4.62,55.14,73.47,-2.436186279312502,-285.8828125,0.5118535616652655,11484.0,523802.0,0
2020-08-22,XX,3.41,34.47,0.46,-2.05,53.53,74.17,0.7676821280393403,89.3359375,0.5121992445958754,11620.0,525562.0,0
2020-08-23,XX,4.17,34.87,0.69,2.81,48.6,72.22,-0.1454386426971693,-16.9775390625,0.511369581402931,8626.0,405006.0,0
2020-08-24,XX,3.79,34.27,0.7,0.95,49.24,74.2,0.9364458635234828,109.748046875,0.5106772989006739,9672.0,457486.0,0
2020-08-25,XX,2.33,34.44,0.61,2.14,53.55,73.98,-3.5306004408532354,-408.4609375,0.5104530010888356,13146.0,491364.0,0
2020-08-26,XX,2.48,34.14,0.52,1.34,53.98,74.95,1.06963347639654,122.228515625,0.5105726597594428,13126.0,562554.0,0
2020-08-27,XX,2.58,32.37,0.55,3.07,53.52,74.12,-1.4463477673961749,-164.9658203125,0.5106582851451562,12444.0,574850.0,0
2020-08-28,XX,2.24,31.45,0.39,1.83,54.4,74.53,1.916471859560327,219.1025390625,0.511208742189996,11654.0,567860.0,0
2020-08-29,XX,3.19,32.04,0.44,0.51,52.93,73.19,-0.309204124745403,-35.634765625,0.5114162725891577,11640.0,520604.0,0
2020-08-30,XX,3.36,30.93,0.51,1.81,46.89,69.7,1.7627931208674323,204.640625,0.5108597599639282,8530.0,438544.0,0
2020-08-31,XX,2.41,32.06,0.46,3.79,47.18,73.8,-0.2623558191725,-30.685546875,0.5103752291344974,8850.0,529966.0,0
2020-09-01,XX,2.22,33.48,0.38,3.93,53.96,73.64,2.449528784504093,289.658203125,0.5102260749043841,13194.0,533854.0,0
2020-09-02,XX,2.16,32.81,0.44,5.58,51.87,74.49,-4.759982836281475,-556.4443359375,0.5101829334022737,12582.0,563504.0,0
2020-09-03,XX,2.39,33.05,0.51,5.1,52.38,74.74,-10.8024907829682,-1168.7373046875,0.5102525487103267,12208.0,571204.0,0
2020-09-04,XX,2.59,33.43,0.93,4.89,52.89,74.68,2.568095890557452,266.5166015625,0.5107831835272141,11742.0,602568.0,0
2020-09-05,XX,3.12,32.78,0.56,6.48,52.24,73.18,-3.310004713411871,-342.24609375,0.5108290074888682,10240.0,547096.0,0
2020-09-06,XX,2.81,31.51,0.52,6.39,47.75,71.67,1.0834787536525494,110.7841796875,0.5102236881260857,8244.0,457278.0,0
2020-09-07,XX,2.06,30.25,0.47,1.58,45.53,72.03,0.8640468391535637,89.2119140625,0.5102835553569909,19220.0,436772.0,0
2020-09-08,XX,2.51,32.08,0.31,1.66,50.25,70.77,-2.322390559011147,-238.046875,0.5098853095219484,10274.0,492230.0,0
2020-09-09,XX,2.28,32.9,0.52,0.6,52.13,73.99,1.0879835709758443,110.8310546875,0.5097746488728885,12516.0,570580.0,0
2020-09-10,XX,2.86,31.94,0.72,0.7,53.03,74.1,1.1724294913524442,120.791015625,0.5099489822331553,12036.0,608458.0,0
2020-09-11,XX,3.09,31.95,0.71,0.62,52.74,74.15,0.3638635248421432,37.7763671875,0.5105101047299119,12006.0,631806.0,0
2020-09-12,XX,2.83,31.49,0.62,-0.79,50.76,73.27,0.3958714499077175,41.255859375,0.5101357772663587,10112.0,576870.0,0
2020-09-13,XX,2.75,31.85,0.5,-8.74,49.4,70.87,-1.1404867595945654,-118.4150390625,0.5099179211011917,7906.0,496830.0,0
2020-09-14,XX,3.02,31.98,0.6,2.4,46.44,72.89,3.4003650927763864,357.08203125,0.5095422349815465,9186.0,534708.0,0
2020-09-15,XX,2.25,31.23,0.5,2.17,52.33,73.06,1.081251074282432,116.11328125,0.5094297481031416,13152.0,562230.0,0
2020-09-16,XX,2.29,31.09,0.84,3.41,51.72,74.2,1.6347532426243052,177.9541015625,0.5092803738347758,11756.0,609092.0,0
2020-09-17,XX,2.57,31.66,0.9,4.27,52.48,75.02,-0.2364091830582051,-25.9150390625,0.5093910540210744,11300.0,630726.0,0
2020-09-18,XX,3.26,31.01,0.83,4.34,53.34,74.54,-0.0402336913790302,-4.404296875,0.5098868768283005,11716.0,653858.0,0
2020-09-19,XX,3.0,31.78,0.59,4.13,52.65,74.03,1.3590771382837723,149.7607421875,0.510006911398883,10636.0,585276.0,0
2020-09-20,XX,2.64,26.75,0.46,11.32,47.69,70.27,-1.41678855300922,-156.0751953125,0.5094952867356175,7934.0,509218.0,0
2020-09-21,XX,2.48,28.34,0.53,11.34,45.69,70.1,-4.449331082805089,-476.01171875,0.5090577331745625,8820.0,520568.0,0
2020-09-22,XX,2.37,30.44,0.53,11.64,51.74,72.33,0.7256944592073883,76.2001953125,0.5089215723018858,12342.0,568784.0,0
2020-09-23,XX,2.68,32.89,0.82,11.78,53.3,74.66,-2.812582881046784,-292.2734375,0.5088660696262921,13092.0,622664.0,0
2020-09-24,XX,2.33,31.08,0.75,10.75,53.37,72.52,4.893613643511954,513.8798828125,0.5089519827013507,11372.0,642306.0,0
2020-09-25,XX,2.11,31.2,0.62,11.19,53.21,74.08,-0.627888978372976,-67.349609375,0.5094308846146043,12040.0,660332.0,0
2020-09-26,XX,2.15,31.36,0.62,11.39,51.99,73.11,0.5410230472935921,58.0068359375,0.5095842995566244,10884.0,569438.0,0
2020-09-27,XX,4.1,29.95,0.48,12.57,47.36,71.96,0.228058318974124,24.5458984375,0.5090928303583987,7702.0,493788.0,0
2020-09-28,XX,2.54,30.12,0.37,5.3,47.8,71.18,-0.6108227146350323,-65.6171875,0.5085453188429797,8162.0,526720.0,0
2020-09-29,XX,2.36,30.14,1.44,4.88,50.91,71.41,1.2525583307515769,134.98828125,0.5083812588399419,12212.0,564848.0,0
2020-09-30,XX,2.87,32.2,0.67,3.47,52.9,73.76,-0.5561903231038765,-60.1494140625,0.5083435050762461,12924.0,649776.0,0
2020-10-01,XX,2.66,31.27,0.73,3.49,53.02,73.89,-1.5421675401221662,-165.0390625,0.5088120920716723,17812.0,638154.0,0
2020-10-02,XX,2.55,32.07,0.63,2.81,52.59,74.66,-0.4102545378274992,-43.4775390625,0.5092614533983165,11206.0,658882.0,0
2020-10-03,XX,2.53,41.12,1.2,2.7,51.12,75.78,-0.252261669770024,-26.6455078125,0.5093983365832855,9464.0,593272.0,0
2020-10-04,XX,3.13,41.73,1.38,-3.61,47.62,75.09,1.1334718114116693,120.25390625,0.5090060354657289,7982.0,518652.0,0
2020-10-05,XX,4.17,40.18,0.93,3.25,46.89,75.2,1.153227902473339,123.7568359375,0.5089583344258171,14134.0,624578.0,0
2020-10-06,XX,3.68,36.47,0.73,1.59,50.81,75.25,-1.7659664062251814,-188.93359375,0.5085229091818713,11718.0,631448.0,0
2020-10-07,XX,3.22,35.3,1.27,1.08,52.71,74.19,0.6069812450621233,64.5625,0.5085616813660898,11810.0,699928.0,0
2020-10-08,XX,2.97,34.21,0.8,-0.77,51.75,74.88,2.286138464731422,246.716796875,0.5089028452565801,12734.0,719558.0,0
2020-10-09,XX,2.73,36.06,0.99,-1.2,53.12,74.29,1.3537193923190285,148.7724609375,0.5094377750384063,12384.0,720024.0,0
2020-10-10,XX,3.0,34.75,0.94,-2.64,53.52,75.2,2.074267777372715,231.9033203125,0.5092627202987863,9784.0,707882.0,0
2020-10-11,XX,3.75,34.23,0.69,3.37,47.5,71.91,0.7744148940002065,87.8203125,0.5089126388755751,8258.0,577322.0,0
2020-10-12,XX,2.38,33.05,0.66,4.64,46.32,72.37,1.4924866101628098,171.181640625,0.5084511742864886,8132.0,586288.0,0
2020-10-13,XX,2.51,32.82,0.46,5.16,50.79,72.71,-1.1267025530866026,-129.4638671875,0.5081449761336168,10838.0,638744.0,0
2020-10-14,XX,2.52,34.54,0.57,4.83,52.43,74.21,0.0315673400463534,3.607421875,0.5081500647651762,12384.0,764234.0,0
2020-10-15,XX,1.97,34.18,0.72,5.54,52.68,74.79,0.5744241377636975,65.8427734375,0.5084015573886203,12380.0,815400.0,0
2020-10-16,XX,3.45,36.02,0.77,5.38,52.73,74.81,-1.518396829079633,-173.2265625,0.5089625417249883,12430.0,821126.0,0
2020-10-17,XX,3.5,35.58,0.56,5.99,53.14,74.08,0.3172679849898212,35.978515625,0.5093228757661863,11404.0,738674.0,0
2020-10-18,XX,3.1,34.27,0.83,4.72,47.4,72.59,1.0967693217915129,125.2578125,0.5091223915900402,7722.0,658840.0,0
2020-10-19,XX,2.81,33.98,0.98,1.76,48.16,73.41,2.227634146506345,258.677734375,0.5088783495290827,9490.0,754754.0,0
2020-10-20,XX,3.1,34.55,0.58,1.56,51.05,73.16,1.4734826605249336,174.2978515625,0.5087981023508577,13296.0,781170.0,0
2020-10-21,XX,1.98,33.51,0.36,1.5,52.19,74.76,7.338405430586939,907.3544921875,0.508889730505631,13724.0,886338.0,0
2020-10-22,XX,2.6,34.25,0.75,0.15,52.16,74.42,1.1027987566796662,142.2021484375,0.5091670959388943,11870.0,953058.0,0
2020-10-23,XX,2.68,33.67,0.75,1.48,53.46,75.13,-0.2652970455378322,-34.3525390625,0.5099346622938353,14134.0,990948.0,0
2020-10-24,XX,3.2,34.52,1.13,1.46,52.59,74.42,1.355828284978525,176.5234375,0.5101991504687391,11748.0,905482.0,0
2020-10-25,XX,3.0,34.05,0.9,0.9,48.79,73.85,-0.5883025247512491,-76.888671875,0.5097758458005567,8532.0,715768.0,0
2020-10-26,XX,3.37,36.27,0.56,2.31,46.66,74.17,0.3376507193093888,44.07421875,0.5096845342960882,11254.0,972214.0,0
2020-10-27,XX,2.34,33.0,0.49,1.89,52.2,73.1,4.332755896265355,578.970703125,0.5097309964662935,14936.0,937810.0,0
2020-10-28,XX,2.59,32.57,0.48,1.69,54.35,74.82,-2.8445849418455493,-382.93359375,0.5097243564169713,14438.0,1041882.0,0
2020-10-29,XX,3.02,33.87,0.8,3.87,55.07,75.19,1.247510345864666,166.59765625,0.5100522042184883,14428.0,1104042.0,0
2020-10-30,XX,3.44,33.18,0.81,2.83,55.53,75.78,0.8052075583308513,108.6396484375,0.5109194592688489,15390.0,1144928.0,0
2020-10-31,XX,3.04,32.53,0.57,-0.43,53.24,75.34,1.7160608140630422,234.47265625,0.5108729109191161,13200.0,936634.0,0
2020-11-01,XX,3.93,35.07,0.76,-10.56,47.26,74.51,-0.3189593193523672,-43.8857421875,0.5104565201924947,10268.0,872594.0,0
2020-11-02,XX,4.26,34.82,1.62,-24.0,47.52,74.41,-1.367823012311885,-186.6201171875,0.5103542613315936,12370.0,1117376.0,0
2020-11-03,XX,3.83,33.01,1.09,-23.84,51.82,73.99,2.907841515337468,399.8115234375,0.5104844415829675,18984.0,1110714.0,0
2020-11-04,XX,4.26,33.76,1.02,-23.93,52.89,74.32,1.3061444695718671,183.40625,0.5104461725165321,20330.0,1011160.0,0
2020-11-05,XX,2.87,32.45,1.35,-22.74,52.84,72.56,9.741581080424416,1446.1416015625,0.5109554159108772,17432.0,1240782.0,0
2020-11-06,XX,2.45,31.23,0.5,-22.72,54.64,73.37,-0.0896930308048076,-13.9677734375,0.5117304999582897,18248.0,1244188.0,0
2020-11-07,XX,3.01,29.91,0.72,-18.83,53.77,74.42,-4.817614127429782,-732.126953125,0.511851450460171,15392.0,1183528.0,0
2020-11-08,XX,4.16,30.32,0.51,-6.55,48.13,72.79,4.261566759184631,645.8134765625,0.5112455610749131,12206.0,975578.0,0
2020-11-09,XX,3.52,32.64,0.53,2.17,50.97,74.18,-0.9558200327301026,-147.251953125,0.5108486968919572,14414.0,1001426.0,0
2020-11-10,XX,2.58,36.15,0.75,1.2,52.7,73.12,-0.2704687109614758,-41.4130859375,0.5107651591076527,20146.0,1159368.0,0
2020-11-11,XX,2.01,33.12,0.4,0.61,54.54,74.94,2.6488015591815355,410.4375,0.5107960849861686,21046.0,1253940.0,0
2020-11-12,XX,2.66,34.55,0.33,-0.48,53.54,74.63,3.596670089126322,575.00390625,0.5110127030788849,19578.0,1288746.0,0
2020-11-13,XX,2.73,34.5,0.28,0.49,54.39,75.47,0.2544313205715565,41.46484375,0.5116691845341225,19536.0,1320176.0,1
2020-11-14,XX,3.84,35.62,0.52,-1.25,53.68,75.22,-1.5418716403050703,-249.669921875,0.5119298567899531,18130.0,1160428.0,0
2020-11-15,XX,3.44,37.06,0.64,1.98,48.4,74.79,-0.7029240926094911,-112.55078125,0.511262658247859,13176.0,952382.0,0
2020-11-16,XX,3.15,36.83,0.71,7.55,46.98,74.82,4.656389869041283,760.5234375,0.510686770324881,15880.0,1052630.0,1
2020-11-17,XX,2.93,36.95,0.74,8.58,51.54,74.0,5.410247584413837,929.294921875,0.5106241840998802,22186.0,1224920.0,0
2020-11-18,XX,2.57,35.13,0.8,9.45,52.91,74.62,0.8947999876361636,158.599609375,0.5105926124244506,22856.0,1255450.0,0
2020-11-19,XX,2.46,36.95,0.55,7.87,53.61,74.32,0.0734620016883204,13.083984375,0.5108471070761551,22306.0,1310402.0,0
2020-11-20,XX,3.31,38.04,0.8,6.71,54.88,75.83,4.414876269819295,804.224609375,0.5116537588486524,23540.0,1347178.0,0
2020-11-21,XX,3.88,38.23,0.82,6.33,54.07,74.69,0.1122704235179979,20.91796875,0.5117855555780753,18060.0,1171840.0,0
2020-11-22,XX,5.03,37.34,0.73,2.83,49.76,72.8,-1.4710561659748134,-272.23046875,0.5110924379021775,14882.0,974802.0,0
2020-11-23,XX,2.77,39.29,0.44,4.33,46.96,74.64,-0.0320185099708874,-5.880859375,0.5105352565020748,17054.0,1065034.0,0
2020-11-24,XX,2.13,36.79,0.3,3.39,52.45,73.1,3.968026776556164,743.34375,0.5104386179813485,25466.0,1187724.0,0
2020-11-25,XX,3.3,35.98,0.61,2.35,53.67,75.11,-1.983933237463808,-375.34375,0.5102774284158637,24274.0,1262438.0,0
2020-11-26,XX,2.46,37.62,0.84,1.87,54.03,74.82,-8.820525362378572,-1581.498046875,0.5103761994869654,22084.0,1186578.0,0
2020-11-27,XX,2.89,35.31,0.44,-6.19,51.87,73.51,-0.2464794256028328,-42.220703125,0.5110553291466542,22912.0,1384614.0,0
2020-11-28,XX,2.94,36.3,0.83,-4.96,52.8,72.19,3.497829330026782,609.01171875,0.5111693017626981,18532.0,1200206.0,0
2020-11-29,XX,3.03,34.91,0.88,-3.97,47.52,72.5,2.5635704702410123,460.0703125,0.5104033372908161,14590.0,969736.0,0
2020-11-30,XX,3.92,32.56,0.54,-6.34,49.38,73.52,7.666315234015364,1448.3515625,0.5097988192989412,17934.0,1010162.0,0
2020-12-01,XX,2.79,35.22,0.53,-6.3,53.17,74.35,-4.283053060242914,-822.837890625,0.5099157403159685,25518.0,1249688.0,0
2020-12-02,XX,2.66,36.68,1.17,-4.86,52.82,74.96,2.095081413730893,398.09375,0.5098261643499804,25286.0,1290572.0,0
2020-12-03,XX,2.97,36.41,0.51,-1.55,52.53,74.79,1.264331604618068,244.306640625,0.5101920551957217,25200.0,1385830.0,0
2020-12-04,XX,2.05,35.03,1.08,7.3,53.61,75.75,-3.9099467524232567,-745.6328125,0.5109257589617133,24920.0,1379340.0,0
2020-12-05,XX,2.07,36.28,0.93,6.89,53.35,74.03,2.401261307587592,454.46484375,0.5112247690912423,20676.0,1294184.0,0
2020-12-06,XX,3.16,33.88,0.79,5.75,49.34,74.23,0.9916644389898552,190.890625,0.5105688521058167,15458.0,1074892.0,0
